portal_id,portal_code,customer_id,client_id,country_prefix,member_created,member_updated,status,access_right_id,i18n,subject,action,child_id,parent_id,is_mobile,other_child
Bigint,string,Bigint,Bigint,string,Bigint,Bigint,Smallint,Bigint,string,string,string,Bigint,Bigint,Boolean,string
1,,0,0,84,0,0,1,55,AccessRights.serviceProvider.serviceProviderManager.export,serviceProvider.serviceProviderManager,export,16,6,FALSE,
1,,0,0,84,0,0,1,56,AccessRights.serviceProvider.offerManager.read,serviceProvider.offerManager,read,17,6,FALSE,
1,,0,0,84,0,0,1,57,AccessRights.serviceProvider.offerManager.create,serviceProvider.offerManager,create,17,6,FALSE,
1,,0,0,84,0,0,1,58,AccessRights.serviceProvider.offerManager.update,serviceProvider.offerManager,update,17,6,FALSE,
1,,0,0,84,0,0,1,59,AccessRights.serviceProvider.offerManager.delete,serviceProvider.offerManager,delete,17,6,FALSE,
1,,0,0,84,0,0,1,60,AccessRights.serviceProvider.tariffs.read,serviceProvider.tariffs,read,18,6,FALSE,
1,,0,0,84,0,0,1,61,AccessRights.serviceProvider.tariffs.create,serviceProvider.tariffs,create,18,6,FALSE,
1,,0,0,84,0,0,1,62,AccessRights.serviceProvider.tariffs.update,serviceProvider.tariffs,update,18,6,FALSE,
1,,0,0,84,0,0,1,63,AccessRights.serviceProvider.tariffs.delete,serviceProvider.tariffs,delete,18,6,FALSE,
1,,0,0,84,0,0,1,64,AccessRights.serviceProvider.trackingOrders.read,serviceProvider.trackingOrders,read,19,6,FALSE,
1,,0,0,84,0,0,1,65,AccessRights.serviceProvider.trackingOrders.update,serviceProvider.trackingOrders,update,19,6,FALSE,
1,,0,0,84,0,0,1,66,AccessRights.personnelManager.drivers.read,personnelManager.drivers,read,20,7,FALSE,
1,,0,0,84,0,0,1,67,AccessRights.personnelManager.drivers.create,personnelManager.drivers,create,20,7,FALSE,
1,,0,0,84,0,0,1,68,AccessRights.personnelManager.drivers.update,personnelManager.drivers,update,20,7,FALSE,
1,,0,0,84,0,0,1,69,AccessRights.personnelManager.drivers.delete,personnelManager.drivers,delete,20,7,FALSE,
1,,0,0,84,0,0,1,70,AccessRights.personnelManager.drivers.export,personnelManager.drivers,export,20,7,FALSE,
1,,0,0,84,0,0,1,71,AccessRights.personnelManager.driverWorkingTime.read,personnelManager.driverWorkingTime,read,21,7,FALSE,
1,,0,0,84,0,0,1,72,AccessRights.personnelManager.driverWorkingTime.create,personnelManager.driverWorkingTime,create,21,7,FALSE,
1,,0,0,84,0,0,1,73,AccessRights.personnelManager.driverWorkingTime.update,personnelManager.driverWorkingTime,update,21,7,FALSE,
